tic,emp (000),ni M$,sale M$,mkvalt M$,gvkey,datadate,fyear
AIT,5.839,115.484,2751.561,1582.2333,2101,20150630,2015
AIT,5.569,29.577,2519.428,1763.033,2101,20160630,2016
AIV,6.4,70.982,1549.835,,30490,20051231,2005
AIV,6,176.787,1721.239,,30490,20061231,2006
AIV,5.9,29.911,1763.446,,30490,20071231,2007
AIV,4.5,415.463,1470.447,1341.8906,30490,20081231,2008
AIV,3.5,-64.274,1193.079,,30490,20091231,2009
AIV,3.1,-71.728,1132.953,3039.8951,30490,20101231,2010
AIV,2.64,-57.087,1071.904,2770.1856,30490,20111231,2011
AIV,2.15,132.456,1038.702,3938.9618,30490,20121231,2012
AIV,1.932,207.29,991.038,,30490,20131231,2013
AIV,1.693,309.249,991.241,5438.8715,30490,20141231,2014
AIV,1.591,248.71,988.259,6257.7298,30490,20151231,2015
AIZ,12,479.355,7443.198,,157057,20051231,2005
AIZ,13.4,717.418,7944.65,,157057,20061231,2006
AIZ,14,653.746,8383.203,,157057,20071231,2007
AIZ,15,447.796,8570.522,3521.07,157057,20081231,2008
AIZ,15,430.574,8539.277,,157057,20091231,2009
AIZ,14,279.177,8517.316,,157057,20101231,2010
AIZ,14.1,545.839,8252.343,3634.7954,157057,20111231,2011
AIZ,14.6,483.705,8456.657,2729.6408,157057,20121231,2012
AIZ,16.6,488.907,9031.347,,157057,20131231,2013
AIZ,17.6,470.907,10383.159,,157057,20141231,2014
AIZ,16.7,141.555,10295.733,5303.559,157057,20151231,2015
AJG,8.135,30.8,1483.1,2955.216,4973,20051231,2005
AJG,8.757,128.5,1547.6,2907.72,4973,20061231,2006
AJG,9.102,138.8,1629,2225.48,4973,20071231,2007
AJG,9.863,77.3,1658.8,2498.3977,4973,20081231,2008
AJG,9.84,128.6,1728.9,2307.275,4973,20091231,2009
AJG,10.736,174.1,1863,3152.272,4973,20101231,2010
AJG,12.383,144.1,2134.2,3835.568,4973,20111231,2011
AJG,13.707,195,2518.9,4352.04,4973,20121231,2012
AJG,16.336,268.6,3179.6,6269.848,4973,20131231,2013
AJG,20.24,303.4,4637.4,7749.6034,4973,20141231,2014
AJG,21.537,356.8,5392.4,7244.2102,4973,20151231,2015
AKR,0.158,20.626,91.546,632.4372,28323,20051231,2005
AKR,0.13,39.013,105.252,,28323,20061231,2006
AKR,0.142,27.27,108.188,,28323,20071231,2007
AKR,0.135,27.548,160.645,,28323,20081231,2008
AKR,0.118,31.133,142.048,,28323,20091231,2009
AKR,0.116,30.057,163.337,734.2512,28323,20101231,2010
AKR,0.114,51.555,151.992,857.682,28323,20111231,2011
AKR,0.126,39.706,135.123,,28323,20121231,2012
AKR,0.12,40.115,180.668,1381.6157,28323,20131231,2013
AKR,0.114,71.064,203.735,2181.5313,28323,20141231,2014
AKR,0.116,65.708,230.549,2329.0527,28323,20151231,2015
AKS,8,-2.3,5647.4,872.9577,29968,20051231,2005
AKS,7,12,6069,1864.4925,29968,20061231,2006
AKS,6.9,387.7,7003,5155.6675,29968,20071231,2007
AKS,6.8,4,7644.3,1028.8814,29968,20081231,2008
AKS,6.5,-74.6,4076.8,2335.5619,29968,20091231,2009
AKS,6.6,-128.9,5968.3,1800.4872,29968,20101231,2010
AKS,6.6,-155.6,6468,910.9458,29968,20111231,2011
AKS,6.4,-1027.3,5933.7,625.3424,29968,20121231,2012
AKS,6.4,-46.8,5570.4,1118.316,29968,20131231,2013
AKS,8,-96.9,6505.7,1052.663,29968,20141231,2014
AKS,8.5,-509,6692.9,398.4826,29968,20151231,2015
AL,0.034,-52.04,57.075,,186278,20101231,2010
AL,0.047,53.232,332.719,2344.5634,186278,20111231,2011
AL,0.052,131.919,645.853,2137.487,186278,20121231,2012
AL,0.063,190.411,836.516,3164.6588,186278,20131231,2013
AL,0.065,255.998,991.241,3513.0695,186278,20141231,2014
AL,0.074,253.391,1174.544,3434.4788,186278,20151231,2015
ALB,3.7,114.867,2107.499,1792.8625,29751,20051231,2005
ALB,3.56,142.969,2368.506,3405.474,29751,20061231,2006
ALB,4.13,229.69,2336.187,3907.7775,29751,20071231,2007
ALB,4.13,194.202,2467.115,2028.854,29751,20081231,2008
ALB,3.95,178.368,2005.394,3328.1823,29751,20091231,2009
ALB,4.02,323.72,2362.764,5109.1133,29751,20101231,2010
ALB,4.26,436.28,2869.005,4576.1999,29751,20111231,2011
ALB,4.304,311.536,2745.42,5522.4059,29751,20121231,2012
ALB,4.231,413.171,2616.416,5074.5597,29751,20131231,2013
ALB,3.625,133.316,2445.548,4692.004,29751,20141231,2014
ALB,6.963,334.906,3651.335,6285.3862,29751,20151231,2015
ALDW,,,,,15235,20071231,2007
ALDW,,,,,15235,20081231,2008
ALDW,,,,,15235,20091231,2009
ALDW,0,-38.513,1639.935,,15235,20101231,2010
ALDW,0,294.427,3207.969,,15235,20111231,2011
ALDW,0,381.898,3476.817,1504.375,15235,20121231,2012
ALDW,0,136.222,3430.287,1041.2833,15235,20131231,2013
ALDW,0,169.135,3221.373,806.9654,15235,20141231,2014
ALDW,0,156.899,2157.191,1453.3575,15235,20151231,2015
ALE,1.459,13.3,737.4,1324.4,7437,20051231,2005
ALE,1.5,76.4,767.1,1414.816,7437,20061231,2006
ALE,1.5,87.6,841.7,1219.064,7437,20071231,2007
ALE,1.529,82.5,801,1052.002,7437,20081231,2008
ALE,1.411,61,759.1,1150.336,7437,20091231,2009
ALE,1.465,75.3,906.3,1333.908,7437,20101231,2010
ALE,1.371,93.8,928.2,1574.25,7437,20111231,2011
ALE,1.361,97.1,961.2,1614.612,7437,20121231,2012
ALE,1.56,104.7,1018.4,2065.032,7437,20131231,2013
ALE,1.625,124.8,1136.8,2532.5251,7437,20141231,2014
ALE,1.945,141.1,1486.4,2494.4823,7437,20151231,2015
ALEX,,,,,11756,20071231,
ALEX,,,,,11756,20081231,
ALEX,,,,,11756,20091231,2009
ALEX,,,,,11756,20101231,2010
ALEX,,23.5,268.7,,11756,20111231,2011
ALEX,0.946,20.5,296.7,1259.973,11756,20121231,2012
ALEX,1.446,36.9,365.2,2028.078,11756,20131231,2013
ALEX,1.502,61.4,560,1915.888,11756,20141231,2014
ALEX,1.496,29.6,570.5,1726.659,11756,20151231,2015
ALG,1.862,11.291,368.11,199.875,27960,20051231,2005
ALG,2.215,11.488,456.494,229.0165,27960,20061231,2006
ALG,2.347,12.365,504.386,177.5035,27960,20071231,2007
ALG,2.46,10.999,557.135,148.3339,27960,20081231,2008
ALG,2.34,17.091,446.487,201.4611,27960,20091231,2009
ALG,2.3,21.117,524.54,329.1106,27960,20101231,2010
ALG,2.5,32.07,603.593,319.3898,27960,20111231,2011
ALG,2.47,28.903,628.402,391.223,27960,20121231,2012
ALG,2.55,36.094,676.836,732.589,27960,20131231,2013
ALG,3.07,41.151,839.055,545.6282,27960,20141231,2014
ALG,3.03,43.209,879.577,591.335,27960,20151231,2015
ALJ,1.415,103.988,2328.507,919.8165,163939,20051231,2005
ALJ,2.029,157.368,3198.084,1231.4659,163939,20061231,2006
ALJ,2.697,103.936,4506.343,1272.2414,163939,20071231,2007
ALJ,2.76,82.883,5119.223,428.3481,163939,20081231,2008
ALJ,2.825,-115.156,3868.595,370.5296,163939,20091231,2009
ALJ,2.821,-122.932,3975.813,324.6064,163939,20101231,2010
ALJ,2.824,42.507,7125.571,488.7007,163939,20111231,2011
ALJ,2.824,79.134,7951.178,1108.4105,163939,20121231,2012
ALJ,2.74,22.986,6972.784,1135.3221,163939,20131231,2013
ALJ,2.745,38.457,6704.047,881.9207,163939,20141231,2014
ALJ,2.86,52.751,4260.292,1053.0464,163939,20151231,2015
ALK,13.768,-5.9,2975.3,1194.9769,1230,20051231,2005
ALK,14.485,-52.6,3334.4,1591.613,1230,20061231,2006
ALK,14.71,125,3506,951.6555,1230,20071231,2007
ALK,14.143,-135.9,3620.3,1061.0145,1230,20081231,2008
ALK,12.44,121.6,3399.8,1230.025,1230,20091231,2009
ALK,12.039,251.1,3832.3,2036.5316,1230,20101231,2010
ALK,12.806,244.5,4317.8,2663.8178,1230,20111231,2011
ALK,12.932,316,4657,3032.5449,1230,20121231,2012
ALK,13.177,508,4964,5043.894,1230,20131231,2013
ALK,13.952,605,5368,7857.3046,1230,20141231,2014
ALK,15.143,848,5598,10077.8393,1230,20151231,2015
ALL,39.5,1765,35383,,28349,20051231,2005
ALL,37.9,4993,35796,,28349,20061231,2006
ALL,39,4636,36769,,28349,20071231,2007
ALL,38.9,-1679,29466,,28349,20081231,2008
ALL,36.8,854,32154,,28349,20091231,2009
ALL,35.7,928,31311,,28349,20101231,2010
ALL,37.6,788,32495,,28349,20111231,2011
ALL,38.6,2306,33078,,28349,20121231,2012
ALL,39.4,2280,34165,,28349,20131231,2013
ALL,40.2,2850,34826,,28349,20141231,2014
ALL,41.6,2171,35326,23656.29,28349,20151231,2015
ALLE,,,,,316056,20081231,
ALLE,,,,,316056,20091231,
ALLE,,,,,316056,20101231,2010
ALLE,,218.1,2021.2,,316056,20111231,2011
ALLE,7.6,219.6,2046.6,,316056,20121231,2012
ALLE,8,31,2093.5,4243.5215,316056,20131231,2013
ALLE,8.5,175.2,2118.3,5314.7873,316056,20141231,2014
ALLE,9.4,153.9,2068.1,6327.7267,316056,20151231,2015
ALLY,33.9,2394,33222,,5072,20051231,2005
ALLY,31.4,2125,35335,,5072,20061231,2006
ALLY,26.7,-2332,30927,,5072,20071231,2007
ALLY,22.7,1868,22817,,5072,20081231,2008
ALLY,18.8,-10298,16986,,5072,20091231,2009
ALLY,14.4,1075,16835,,5072,20101231,2010
ALLY,14.8,-157,13310,,5072,20111231,2011
ALLY,10.6,1196,10645,,5072,20121231,2012
ALLY,7.1,361,9636,,5072,20131231,2013
ALLY,6.9,1150,9851,,5072,20141231,2014
ALLY,7.1,1289,9844,8984.1072,5072,20151231,2015
ALR,2.36,-19.209,420.15,651.9539,146156,20051231,2005
ALR,2.561,-16.842,569.454,1517.6205,146156,20061231,2006
ALR,5.153,-244.753,839.54,4313.7251,146156,20071231,2007
ALR,8.3,-21.768,1671.426,1483.1302,146156,20081231,2008
ALR,11.3,33.716,1922.641,3468.8662,146156,20091231,2009
ALR,11.9,-1017.31,2155.347,3108.3648,146156,20101231,2010
ALR,14.5,-133.542,2386.527,1846.4611,146156,20111231,2011
ALR,17.4,-78.182,2818.825,1496.5945,146156,20121231,2012
ALR,17.6,-71.254,3029.442,2967.9294,146156,20131231,2013
ALR,9.8,-37.74,2588.704,3186.414,146156,20141231,2014
ALR,9.2,206.376,2463.316,3375.9688,146156,20151231,2015
ALSN,,,,,177966,20081231,2008
ALSN,,,,,177966,20091231,2009
ALSN,2.75,29.6,1926.3,,177966,20101231,2010
ALSN,2.8,103,2162.8,,177966,20111231,2011
ALSN,2.8,514.2,2141.8,3759.0157,177966,20121231,2012
ALSN,2.7,165.4,1926.8,5063.039,177966,20131231,2013
ALSN,2.7,228.6,2127.4,6084.6432,177966,20141231,2014
ALSN,2.7,182.3,1985.8,4431.2547,177966,20151231,2015
ALV,34.1,292.6,6204.9,3801.654,64690,20051231,2005
ALV,41.8,402.3,6188,4830.03,64690,20061231,2006
ALV,41.9,287.9,6769,3889.998,64690,20071231,2007
ALV,37.3,164.7,6473.2,1508.638,64690,20081231,2008
ALV,37.9,10,5120.7,3689.936,64690,20091231,2009
ALV,43.3,590.6,7170.6,7025.66,64690,20101231,2010
ALV,47.9,623.4,8232.4,4776.657,64690,20111231,2011
ALV,50.962,483.1,8266.7,6435.745,64690,20121231,2012
ALV,56.475,485.8,8803.4,8665.92,64690,20131231,2013
ALV,60.016,467.8,9240.5,9412.844,64690,20141231,2014
ALV,64.088,456.8,9169.6,10992.237,64690,20151231,2015
ALX,0.096,82.241,187.085,1233.392,1257,20051231,2005
ALX,0.096,-74.983,198.772,2113.3574,1257,20061231,2006
ALX,0.099,114.341,207.98,1781.793,1257,20071231,2007
ALX,0.082,76.288,211.097,1297.9508,1257,20081231,2008
ALX,0.079,132.19,223.529,,1257,20091231,2009
ALX,0.08,66.429,241.35,2105.1017,1257,20101231,2010
ALX,0.105,79.423,254.252,,1257,20111231,2011
ALX,0.072,674.387,191.312,,1257,20121231,2012
ALX,0.072,56.915,196.459,,1257,20131231,2013
ALX,0.068,67.925,200.814,2232.2411,1257,20141231,2014
ALX,0.073,76.907,207.915,1961.2657,1257,20151231,2015
AM,,,,,19770,20111231,2011
AM,0,-4.586,0.647,,19770,20121231,2012
AM,0,-14.332,22.363,,19770,20131231,2013
AM,0,16.832,95.746,4176.755,19770,20141231,2014
AM,0,159.105,387.324,4019.9027,19770,20151231,2015
AMC,,,,,177637,20090331,2008
AMC,,,,,177637,20100331,2009
AMC,,,,,177637,20110331,2010
AMC,,,,,177637,20120331,2011
AMC,,47.487,2017.564,,177637,20121231,2012
AMC,20.6,364.4,2749.428,1997.6039,177637,20131231,2013
AMC,19.7,64.08,2695.39,2545.0625,177637,20141231,2014
AMC,21.3,103.856,2946.9,2333.64,177637,20151231,2015
AMD,9.86,165.483,5847.577,13327.1262,1161,20051231,2005
AMD,16.5,-166,5649,11131.45,1161,20061231,2006
AMD,16.42,-3379,6013,4545,1161,20071231,2007
AMD,14.7,-3098,5808,1315.44,1161,20081231,2008
AMD,13.4,376,5403,6495.28,1161,20091231,2009
AMD,11.1,471,6494,5586.94,1161,20101231,2010
AMD,11.093,491,6568,3769.2,1161,20111231,2011
AMD,10.34,-1183,5422,1711.2,1161,20121231,2012
AMD,10.671,-83,5299,2805.75,1161,20131231,2013
AMD,9.687,-403,5506,2071.92,1161,20141231,2014
AMD,9.139,-660,3991,2273.04,1161,20151231,2015
AME,9.8,140.643,1434.457,2998.049,1598,20051231,2005
AME,10.4,181.934,1819.29,3376.9186,1598,20061231,2006
AME,11.3,228.02,2136.85,5029.1171,1598,20071231,2007
AME,11.7,246.952,2531.135,3224.2227,1598,20081231,2008
AME,10.1,205.77,2098.355,4125.4842,1598,20091231,2009
AME,11.6,283.932,2470.952,6307.8283,1598,20101231,2010
AME,12.2,384.464,2989.914,6751.6612,1598,20111231,2011
AME,13.7,459.132,3334.213,9144.3502,1598,20121231,2012
AME,14.5,516.999,3594.136,12904.466,1598,20131231,2013
AME,15.4,584.46,4021.964,12701.4611,1598,20141231,2014
AME,15.4,590.859,3974.295,12621.2489,1598,20151231,2015
AMG,1.27,119.069,916.492,2696.3198,65886,20051231,2005
AMG,1.275,151.277,1170.353,3111.4275,65886,20061231,2006
AMG,1.58,181.961,1369.866,,65886,20071231,2007
AMG,1.68,23.17,1158.217,,65886,20081231,2008
AMG,1.58,59.473,841.84,,65886,20091231,2009
AMG,1.91,138.633,1358.242,,65886,20101231,2010
AMG,2.02,164.9,1704.8,,65886,20111231,2011
AMG,2.23,174,1805.5,,65886,20121231,2012
AMG,2.5,360.5,2188.8,,65886,20131231,2013
AMG,2.9,452.1,2510.9,,65886,20141231,2014
AMG,3.2,516,2484.5,,65886,20151231,2015
AMH,,,,,17639,20111231,2011
AMH,,-10.236,4.54,,17639,20121231,2012
AMH,0.43,-32.311,139.032,3005.1648,17639,20131231,2013
AMH,0.752,-48.057,398.874,3601.4022,17639,20141231,2014
AMH,0.781,-62.301,630.576,3463.1309,17639,20151231,2015
AMID,,,,,186845,20091231,2009
AMID,0.076,-8.644,211.94,,186845,20101231,2010
AMID,0,-11.698,244.743,165.347,186845,20111231,2011
AMID,0,-6.508,210.586,125.0106,186845,20121231,2012
AMID,0,-34.039,292.654,200.7711,186845,20131231,2013
AMID,0,-98.02,308.4,471.5618,186845,20141231,2014
AMID,0,-127.48,236.358,257.0759,186845,20151231,2015
AMP,11.9,574,7484,10245.9,164708,20051231,2005
AMP,11.858,631,8140,,164708,20061231,2006
AMP,8.75,814,8909,,164708,20071231,2007
AMP,11.093,-38,7149,,164708,20081231,2008
AMP,9.793,722,7888,,164708,20091231,2009
AMP,10.472,1097,10021,14197.4699,164708,20101231,2010
AMP,11.139,1076,10239,,164708,20111231,2011
AMP,12.235,1029,10263,12772.9501,164708,20121231,2012
AMP,12.039,1334,11230,,164708,20131231,2013
AMP,12.209,1619,12296,,164708,20141231,2014
AMP,13,1562,12200,,164708,20151231,2015
AMRC,,,,,185128,20061231,2006
AMRC,,,,,185128,20071231,2007
AMRC,,18.273,395.854,,185128,20081231,2008
AMRC,0.649,19.907,428.516,,185128,20091231,2009
AMRC,0.735,28.726,618.227,590.0811,185128,20101231,2010
AMRC,0.947,34.727,728.2,602.0473,185128,20111231,2011
AMRC,0.922,18.36,631.171,443.2845,185128,20121231,2012
AMRC,0.976,2.414,574.171,443.0945,185128,20131231,2013
AMRC,1.026,10.383,593.241,324.464,185128,20141231,2014
AMRC,1.037,2.977,630.832,291.775,185128,20151231,2015
AMT,0.904,-181.359,944.786,11182.9505,105365,20051231,2005
AMT,0.995,27.484,1317.385,15831.7722,105365,20061231,2006
AMT,1.124,56.316,1456.594,17019.5094,105365,20071231,2007
AMT,1.198,347.246,1593.504,11639.3656,105365,20081231,2008
AMT,1.42,246.595,1724.114,17353.0064,105365,20091231,2009
AMT,1.729,372.936,1985.335,20587.6803,105365,20101231,2010
AMT,2.122,396.462,2443.532,23622.4564,105365,20111231,2011
AMT,2.432,637.283,2875.96,30528.6816,105365,20121231,2012
AMT,2.716,551.333,3361.407,31518.0445,105365,20131231,2013
AMT,2.974,824.91,4100.048,39213.6962,105365,20141231,2014
AMT,3.371,685.074,4771.516,41095.6508,105365,20151231,2015
AMTD,2.052,339.753,1144.552,8718.0867,64552,20050930,2005
AMTD,3.947,526.759,2139.351,,64552,20060930,2006
AMTD,3.882,645.9,2632.413,,64552,20070930,2007
AMTD,4.66,803.917,2786.972,,64552,20080930,2008
AMTD,5.196,643.705,2423.091,11524.9497,64552,20090930,2009
AMTD,5.24,592.188,2566.756,9304.5803,64552,20100930,2010
AMTD,5.451,637.753,2767.485,,64552,20110930,2011
AMTD,5.312,586,2647,,64552,20120930,2012
AMTD,5.429,675,2771,,64552,20130930,2013
AMTD,5.771,787,3129,18186.65,64552,20140930,2014
AMTD,5.69,813,3247,17098.08,64552,20150930,2015
AMTD,6.01,842,3327,18536.24,64552,20160930,2016
AMTG,0,,,156.7507,186743,20111231,2011
AMTG,0,172.756,94.417,488.7191,186743,20121231,2012
AMTG,0,-47.211,154.789,473.5364,186743,20131231,2013
AMTG,0,96.055,154.259,506.0278,186743,20141231,2014
AMTG,0,-11.595,159.977,380.6434,186743,20151231,2015
AN,27,496.5,19253.4,5698.3014,9063,20051231,2005
AN,26,316.9,18988.6,4407.974,9063,20061231,2006
AN,25,278.7,17691.5,2824.375,9063,20071231,2007
AN,20,-1243.1,14131.9,1747.3076,9063,20081231,2008
AN,18,198,10757.8,3288.6487,9063,20091231,2009
AN,19,226.6,12461,4183.8648,9063,20101231,2010
AN,19.4,281.4,13832.3,5006.393,9063,20111231,2011
AN,21,316.4,15668.8,4797.9832,9063,20121231,2012
AN,22,374.9,17517.6,6008.2664,9063,20131231,2013
AN,24,418.7,19108.8,6845.2383,9063,20141231,2014
AN,26,442.6,20862,6610.5666,9063,20151231,2015
ANF,62.14,216.376,2021.253,4312.1744,63643,20050131,2004
ANF,76.1,333.986,2784.711,5824.1291,63643,20060131,2005
ANF,86.4,422.186,3318.158,7023.382,63643,20070131,2006
ANF,99,475.697,3749.847,6857.3948,63643,20080131,2007
ANF,83,272.255,3540.276,1564.3026,63643,20090131,2008
ANF,80,0.254,2928.626,2775.0784,63643,20100131,2009
ANF,85,150.283,3468.777,4398.0709,63643,20110131,2010
ANF,90,127.658,4158.058,3934.2097,63643,20120131,2011
ANF,98,237.011,4510.805,3922.25,63643,20130131,2012
ANF,75,54.628,4116.897,2703.1028,63643,20140131,2013
ANF,65,51.821,3744.03,1769.863,63643,20150131,2014
ANF,49,35.576,3518.68,1767.2115,63643,20160131,2015
ANH,0.019,28.885,281.881,331.3981,66654,20051231,2005
ANH,0.018,-14.204,301.775,433.7416,66654,20061231,2006
ANH,0.012,-156.466,225.389,,66654,20071231,2007
ANH,0.012,62.607,287.649,581.6707,66654,20081231,2008
ANH,0.012,130.234,262.029,,66654,20091231,2009
ANH,0.012,110.499,220.073,,66654,20101231,2010
ANH,0.012,122.876,226.405,,66654,20111231,2011
ANH,0,100.218,201.713,,66654,20121231,2012
ANH,0,75.72,184.418,583.9986,66654,20131231,2013
ANH,0,28.619,154.422,,66654,20141231,2014
ANH,0,14.704,139.535,430.4064,66654,20151231,2015
ANW,,21.475,517.33,,165642,20051231,2005
ANW,0.344,24.225,803.812,695.524,165642,20061231,2006
ANW,0.53,27.738,1352.873,1630.0778,165642,20071231,2007
ANW,0.715,39.915,2777.972,721.5462,165642,20081231,2008
ANW,0.909,48.525,2470.96,1181.8873,165642,20091231,2009
ANW,1.091,18.733,4971.635,487.1749,165642,20101231,2010
ANW,1.237,10.228,6965.465,188.6143,165642,20111231,2011
ANW,1.213,20.077,7258.96,245.9477,165642,20121231,2012
ANW,1.021,27.063,6334.729,530.3918,165642,20131231,2013
ANW,0.96,17.59,6661.801,676.7594,165642,20141231,2014
ANW,0.977,35.88,4231.654,413.076,165642,20151231,2015
AOI,17.4,13.288,1311.388,283.55,3937,20050331,2004
AOI,16.4,-447.446,2112.685,423.3546,3937,20060331,2005
AOI,16.6,-21.597,1979.078,817.9072,3937,20070331,2006
AOI,15.3,16.861,2011.503,536.9379,3937,20080331,2007
AOI,14.4,132.558,2258.219,341.6602,3937,20090331,2008
AOI,15.9,79.167,2308.299,453.5852,3937,20100331,2009
AOI,14,-71.551,2094.062,350.0817,3937,20110331,2010
AOI,10.759,29.451,2150.767,329.4264,3937,20120331,2011
AOI,13.97,24.013,2243.816,340.9235,3937,20130331,2012
AOI,13.367,-86.659,2354.956,257.4243,3937,20140331,2013
AOI,10.388,-26.13,2066.865,97.4413,3937,20150331,2014
AOI,8.041,65.532,1904.592,156.284,3937,20160331,2015
AOS,17.65,46.5,1689.2,1067.4963,9771,20051231,2005
AOS,18,76.5,2161.3,1152.491,9771,20061231,2006
AOS,16.8,88.2,2312.1,1053.3577,9771,20071231,2007
AOS,15.35,81.9,2304.9,890.825,9771,20081231,2008
AOS,16,81.3,1991.5,1318.1448,9771,20091231,2009
AOS,10.4,111.7,1489.3,1745.3206,9771,20101231,2010
AOS,10.6,305.7,1710.5,1838.5792,9771,20111231,2011
AOS,10.9,158.7,1939.3,2914.6539,9771,20121231,2012
AOS,11.4,169.7,2153.8,4921.4317,9771,20131231,2013
AOS,12.4,207.8,2356,5043.054,9771,20141231,2014
AOS,13.4,282.9,2536.5,6737.6963,9771,20151231,2015
AP,1.234,15.036,246.999,141.7192,1613,20051231,2005
AP,1.324,16.635,301.78,329.3428,1613,20061231,2006
AP,1.323,39.231,346.834,388.049,1613,20071231,2007
AP,1.306,12.575,394.513,220.8409,1613,20081231,2008
AP,1.231,27.677,299.177,323.0564,1613,20091231,2009
AP,1.264,15.456,326.886,289.0553,1613,20101231,2010
AP,1.24,21.309,344.816,199.7048,1613,20111231,2011
AP,1.178,8.355,292.905,206.7131,1613,20121231,2012
AP,1.109,12.437,281.05,201.7549,1613,20131231,2013
AP,1.076,-1.187,272.858,200.7005,1613,20141231,2014
AP,1.027,1.373,238.48,107.1144,1613,20151231,2015
APA,2.806,2623.73,7457.291,22619.8909,1678,20051231,2005
APA,3.15,2552.451,8074.253,21997.3179,1678,20061231,2006
APA,3.521,2812.358,9961.982,35802.9696,1678,20071231,2007
APA,3.639,711.954,12327.839,24945.9363,1678,20081231,2008
APA,3.452,-284.398,8573.927,34710.2053,1678,20091231,2009
APA,4.449,3032,12183,45592.5982,1678,20101231,2010
APA,5.299,4584,16810,34793.4084,1678,20111231,2011
APA,5.976,2001,16947,30743.8185,1678,20121231,2012
APA,5.342,2232,16402,34012.7316,1678,20131231,2013
APA,4.95,-5403,13749,23595.5684,1678,20141231,2014
APA,3.86,-23119,6383,16811.172,1678,20151231,2015
APAM,,,,,16113,20101231,2010
APAM,,133.073,455.094,,16113,20111231,2011
APAM,0.273,33.76,505.578,,16113,20121231,2012
APAM,0.3,24.807,685.841,1291.2183,16113,20131231,2013
APAM,0.345,69.629,828.701,1730.0461,16113,20141231,2014
APAM,0.37,81.801,805.469,1421.954,16113,20151231,2015
APC,3.3,2471,7100,21783.025,11923,20051231,2005
APC,5.2,4854,10187,20149.76,11923,20061231,2006
APC,4,3781,11232,30742.92,11923,20071231,2007
APC,4.3,3261,14640,17729.145,11923,20081231,2008
APC,4.3,-135,8210,30748.092,11923,20091231,2009
APC,4.4,761,10842,37790.592,11923,20101231,2010
APC,4.8,-2649,13882,38042.872,11923,20111231,2011
APC,5.2,2391,13307,37192.155,11923,20121231,2012
APC,5.7,801,14867,39953.484,11923,20131231,2013
APC,6.1,-1750,16375,41794.5,11923,20141231,2014
APC,5.8,-6692,9486,24693.214,11923,20151231,2015
APD,20.2,711.7,8143.5,12235.5109,1209,20050930,2005
APD,20.7,723.4,8850.4,14418.9489,1209,20060930,2006
APD,22.1,1035.6,10037.8,21053.2026,1209,20070930,2007
APD,21.1,909.7,10414.5,14337.3542,1209,20080930,2008
APD,18.9,631.3,8256.2,16389.5508,1209,20090930,2009
APD,18.3,1029.1,9026,17707.1645,1209,20100930,2010
APD,18.9,1224.2,10082,16051.8285,1209,20110930,2011
APD,21.3,1167.3,9611.7,17571.7652,1209,20120930,2012
APD,21.6,994.2,10180.4,22505.346,1209,20130930,2013
APD,21.2,991.7,10439,27798.507,1209,20140930,2014
